policy_no;class;start_date;end_date;premium;premium_re
10576;301;2020-03-28;2021-03-29;31607;24388
10577;305;2020-06-17;2021-06-18;37239;0
10578;101;2020-08-10;2021-08-11;38195;0
10579;307;2020-05-16;2021-05-17;37361;0
10580;101;2020-11-17;2021-11-18;12657;0
10581;306;2020-08-01;2021-08-02;24001;0
10582;306;2020-01-16;2021-01-16;25664;0
10583;301;2020-07-12;2021-07-13;26409;0
10584;102;2020-07-20;2021-07-21;19863;0
10585;307;2020-12-16;2021-12-17;20317;0
10586;101;2020-07-02;2021-07-03;28814;0
10587;301;2020-01-24;2021-01-24;23558;0
10588;306;2020-08-19;2021-08-20;48426;0
10589;101;2020-03-09;2021-03-10;44481;0
10590;305;2020-05-30;2021-05-31;18868;10417
10591;301;2020-09-01;2021-09-02;34702;0
10592;308;2020-10-21;2021-10-22;47791;0
10593;308;2020-02-03;2021-02-03;24434;14791
10594;301;2020-02-14;2021-02-14;12683;5758
10595;306;2020-04-01;2021-04-02;11681;3342
10596;307;2020-01-09;2021-01-09;46834;0
10597;308;2020-04-21;2021-04-22;45147;0
10598;308;2020-11-11;2021-11-12;22199;0
10599;305;2020-02-28;2021-02-28;48844;0
10600;306;2020-11-02;2021-11-03;17753;0
10601;101;2020-09-18;2021-09-19;44455;0
10602;307;2020-12-13;2021-12-14;41550;0
10603;306;2020-03-01;2021-03-02;19764;0
10604;101;2020-11-30;2021-12-01;11694;2049
10605;307;2020-05-04;2021-05-05;36230;0
10606;301;2020-09-01;2021-09-02;19922;11540
10607;102;2020-09-30;2021-10-01;29842;26677
10608;102;2020-09-01;2021-09-02;17107;0
10609;102;2020-04-23;2021-04-24;12710;0
10610;306;2020-12-04;2021-12-05;11413;0
10611;102;2020-08-30;2021-08-31;47491;0
10612;102;2020-01-02;2021-01-02;29432;0
10613;306;2020-01-21;2021-01-21;36240;0
10614;307;2020-08-17;2021-08-18;29813;26418
10615;306;2020-04-16;2021-04-17;13912;0
10616;301;2020-09-27;2021-09-28;39274;0
10617;101;2020-02-07;2021-02-07;18328;0
10618;301;2020-12-01;2021-12-02;38866;0
10619;301;2020-05-11;2021-05-12;27238;0
10620;306;2020-01-14;2021-01-14;26866;11762
10621;305;2020-04-30;2021-05-01;15078;11091
10622;101;2020-02-25;2021-02-25;25985;0
10623;305;2020-02-22;2021-02-22;46942;16806
10624;102;2020-12-04;2021-12-05;34410;0
10625;301;2020-05-26;2021-05-27;43329;0
10626;301;2020-07-01;2021-07-02;20241;0
10627;101;2020-07-05;2021-07-06;24118;0
10628;102;2020-02-18;2021-02-18;29586;29032
10629;102;2020-12-20;2021-12-21;44801;0
10630;102;2020-11-20;2021-11-21;10019;0
10631;305;2020-10-12;2021-10-13;44191;0
10632;307;2020-06-27;2021-06-28;49211;0
10633;308;2020-10-31;2021-11-01;36370;0
10634;102;2020-02-24;2021-02-24;23241;21817
10635;307;2020-06-29;2021-06-30;24885;24017
10636;307;2020-03-05;2021-03-06;45416;0
10637;101;2020-10-25;2021-10-26;41598;0
10638;307;2020-08-31;2021-09-01;21489;0
10639;101;2020-10-05;2021-10-06;45996;0
10640;308;2020-01-21;2021-01-21;42278;0
10641;307;2020-08-28;2021-08-29;38142;27200
10642;305;2020-12-02;2021-12-03;33870;0
10643;305;2020-12-19;2021-12-20;21002;4362
10644;101;2020-09-14;2021-09-15;21456;0
10645;308;2020-07-03;2021-07-04;17424;0
10646;102;2020-12-05;2021-12-06;43573;0
10647;305;2020-09-20;2021-09-21;35543;0
10648;305;2020-11-24;2021-11-25;12886;0
10649;101;2020-09-15;2021-09-16;42523;0
10650;102;2020-12-31;2022-01-01;37743;34281
10651;101;2020-06-07;2021-06-08;26599;12603
10652;306;2020-03-12;2021-03-13;25079;0
10653;308;2020-09-21;2021-09-22;47983;0
10654;102;2020-05-17;2021-05-18;24149;0
10655;308;2020-10-03;2021-10-04;41880;0
10656;308;2020-12-31;2022-01-01;16034;0
10657;308;2020-01-29;2021-01-29;23205;4074
10658;307;2020-07-09;2021-07-10;21551;0
10659;102;2020-01-06;2021-01-06;13526;0
10660;307;2020-11-24;2021-11-25;30837;0
10661;307;2020-10-03;2021-10-04;31343;23807
10662;301;2020-08-24;2021-08-25;25188;0
10663;301;2020-05-03;2021-05-04;19468;0
10664;305;2020-03-08;2021-03-09;18293;0
10665;102;2020-07-16;2021-07-17;28184;25543
10666;307;2020-11-23;2021-11-24;20162;0
10667;305;2020-01-24;2021-01-24;41435;33704
10668;307;2020-01-29;2021-01-29;20511;10803
10669;308;2020-04-23;2021-04-24;46884;0
10670;301;2020-11-01;2021-11-02;17451;0
10671;101;2020-10-26;2021-10-27;14626;0
10672;301;2020-04-10;2021-04-11;28905;0
10673;308;2020-08-09;2021-08-10;10897;0
10674;307;2020-10-14;2021-10-15;38482;0
10675;305;2020-01-11;2021-01-11;41600;6656
10676;308;2020-03-31;2021-04-01;48887;0
10677;301;2020-02-16;2021-02-16;37538;0
10678;101;2020-09-09;2021-09-10;35841;0
10679;308;2020-04-02;2021-04-03;45284;0
10680;305;2020-07-13;2021-07-14;17313;0
10681;305;2020-08-05;2021-08-06;14605;0
10682;307;2020-09-24;2021-09-25;11554;0
10683;308;2020-05-05;2021-05-06;35536;0
10684;305;2020-05-02;2021-05-03;28703;0
10685;308;2020-09-29;2021-09-30;45754;0
10686;306;2020-10-22;2021-10-23;25515;0
10687;308;2020-07-27;2021-07-28;39709;26787
10688;301;2020-08-16;2021-08-17;18888;0
10689;308;2020-08-17;2021-08-18;38140;0
10690;306;2020-12-02;2021-12-03;33271;0
10691;102;2020-10-28;2021-10-29;15454;6591
10692;301;2020-12-17;2021-12-18;36872;0
10693;301;2020-09-12;2021-09-13;30874;16603
10694;307;2020-06-06;2021-06-07;22574;0
10695;306;2020-02-15;2021-02-15;22550;0
10696;306;2020-07-29;2021-07-30;37206;0
10697;102;2020-03-03;2021-03-04;27166;0
10698;307;2020-11-09;2021-11-10;42839;0
10699;307;2020-01-21;2021-01-21;27242;0
10700;301;2020-02-13;2021-02-13;36401;25060
10701;307;2020-07-01;2021-07-02;38728;0
10702;307;2020-07-26;2021-07-27;14489;0
10703;307;2020-09-29;2021-09-30;39942;0
10704;308;2020-07-11;2021-07-12;27168;0
10705;101;2020-04-28;2021-04-29;20398;0
10706;306;2020-08-27;2021-08-28;40426;0
10707;308;2020-07-26;2021-07-27;26240;0
10708;307;2020-07-03;2021-07-04;22321;0
10709;102;2020-02-17;2021-02-17;47109;0
10710;308;2020-09-16;2021-09-17;14711;0
10711;305;2020-03-07;2021-03-08;33090;0
10712;307;2020-03-27;2021-03-28;11753;0
10713;308;2020-03-13;2021-03-14;44751;29191
10714;301;2020-08-29;2021-08-30;26904;0
10715;305;2020-08-20;2021-08-21;48613;0
10716;305;2020-12-09;2021-12-10;44312;0
10717;305;2020-12-30;2021-12-31;46142;0
10718;101;2020-12-19;2021-12-20;21417;0
10719;102;2020-07-03;2021-07-04;10006;0
10720;102;2020-05-14;2021-05-15;33730;0
10721;101;2020-08-10;2021-08-11;34647;3250
10722;101;2020-07-26;2021-07-27;45581;0
10723;101;2020-11-05;2021-11-06;41194;4221
10724;305;2020-01-13;2021-01-13;24334;0
10725;308;2020-06-21;2021-06-22;13094;0
10726;301;2020-04-05;2021-04-06;25527;0
10727;308;2020-02-08;2021-02-08;17487;0
10728;102;2020-04-15;2021-04-16;14532;0
10729;301;2020-03-09;2021-03-10;26979;0
10730;301;2020-05-29;2021-05-30;27987;0
10731;301;2020-12-14;2021-12-15;21724;0
10732;101;2020-03-24;2021-03-25;23788;0
10733;102;2020-01-20;2021-01-20;15901;0
10734;102;2020-04-15;2021-04-16;48854;37943
10735;301;2020-09-12;2021-09-13;38478;0
10736;101;2020-05-23;2021-05-24;31011;22953
10737;101;2020-11-08;2021-11-09;38251;0
10738;307;2020-10-03;2021-10-04;41588;0
10739;101;2020-01-08;2021-01-08;34252;0
10740;306;2020-08-22;2021-08-23;24062;0
10741;102;2020-02-27;2021-02-27;43287;0
10742;305;2020-01-08;2021-01-08;15963;9984
10743;308;2020-05-27;2021-05-28;30198;0
10744;306;2020-12-02;2021-12-03;36313;0
10745;308;2020-12-17;2021-12-18;15902;0
10746;305;2020-03-20;2021-03-21;45717;0
10747;307;2020-08-29;2021-08-30;35649;0
10748;306;2020-06-17;2021-06-18;49588;0
10749;301;2020-05-19;2021-05-20;39353;0
10750;308;2020-01-10;2021-01-10;38050;0
10751;306;2020-12-29;2021-12-30;13686;2284
10752;305;2020-06-01;2021-06-02;10070;0
10753;308;2020-04-18;2021-04-19;15090;0
10754;301;2020-11-15;2021-11-16;45210;0
10755;307;2020-12-21;2021-12-22;15624;0
10756;305;2020-02-27;2021-02-27;14676;3228
10757;307;2020-05-21;2021-05-22;30896;0
10758;102;2020-03-14;2021-03-15;22625;0
10759;308;2020-07-07;2021-07-08;20632;0
10760;101;2020-12-20;2021-12-21;46126;0
10761;307;2020-06-12;2021-06-13;48072;0
10762;301;2020-03-14;2021-03-15;11801;0
10763;102;2020-01-23;2021-01-23;40766;0
10764;102;2020-07-07;2021-07-08;32217;0
10765;306;2020-08-24;2021-08-25;40441;0
10766;101;2020-04-01;2021-04-02;46977;0
10767;102;2020-03-09;2021-03-10;25206;0
10768;305;2020-08-01;2021-08-02;49990;21916
10769;307;2020-12-08;2021-12-09;33239;5
10770;308;2020-11-21;2021-11-22;24281;15155
10771;308;2020-10-21;2021-10-22;17748;0
10772;307;2020-10-19;2021-10-20;31098;0
10773;301;2020-07-24;2021-07-25;49902;0
10774;102;2020-04-28;2021-04-29;21768;0
10775;305;2020-03-16;2021-03-17;13543;1334
10776;307;2020-08-09;2021-08-10;31887;0
10777;307;2020-03-02;2021-03-03;17868;0
10778;306;2020-11-09;2021-11-10;46591;0
10779;307;2020-10-15;2021-10-16;16421;0
10780;307;2020-02-18;2021-02-18;46506;0
10781;308;2020-04-15;2021-04-16;44685;0
10782;101;2020-07-03;2021-07-04;20867;16880
10783;102;2020-08-12;2021-08-13;19343;0
10784;307;2020-02-08;2021-02-08;21914;0
10785;101;2020-02-06;2021-02-06;13182;0
10786;307;2020-08-23;2021-08-24;29270;0
10787;307;2020-03-25;2021-03-26;21746;0
10788;102;2020-07-31;2021-08-01;18459;0
10789;306;2020-03-02;2021-03-03;12572;0
10790;308;2020-04-06;2021-04-07;35389;0
10791;307;2020-03-08;2021-03-09;36357;0
10792;102;2020-09-06;2021-09-07;31315;0
10793;101;2020-05-31;2021-06-01;24750;8182
10794;307;2020-01-04;2021-01-04;36604;0
10795;101;2020-05-26;2021-05-27;12540;0
10796;305;2020-09-14;2021-09-15;32788;0
10797;308;2020-11-14;2021-11-15;35842;0
10798;102;2020-10-01;2021-10-02;41923;0
10799;305;2020-03-30;2021-03-31;40391;0
10800;305;2020-08-14;2021-08-15;47518;0
10801;102;2020-10-30;2021-10-31;18938;0
10802;306;2020-01-26;2021-01-26;12898;5350
10803;301;2020-08-12;2021-08-13;26957;0
10804;101;2020-10-05;2021-10-06;24226;0
10805;307;2020-11-07;2021-11-08;33699;0
10806;101;2020-04-25;2021-04-26;29203;0
10807;306;2020-11-29;2021-11-30;10347;0
10808;301;2020-04-14;2021-04-15;42392;0
10809;308;2020-05-20;2021-05-21;15411;0
10810;306;2020-11-29;2021-11-30;47698;7007
10811;306;2020-03-29;2021-03-30;43586;0
10812;301;2020-12-27;2021-12-28;43814;0
10813;308;2020-08-24;2021-08-25;35012;0
10814;306;2020-07-16;2021-07-17;20075;4393
10815;306;2020-08-24;2021-08-25;35891;0
10816;301;2020-09-24;2021-09-25;48047;0
10817;305;2020-06-25;2021-06-26;18707;14120
10818;305;2020-04-13;2021-04-14;36737;0
10819;101;2020-05-03;2021-05-04;34997;0
10820;306;2020-11-16;2021-11-17;35193;0
10821;301;2020-10-12;2021-10-13;11344;0
10822;301;2020-08-07;2021-08-08;11900;0
10823;101;2020-03-22;2021-03-23;45335;26925
10824;102;2020-06-23;2021-06-24;29528;0
10825;101;2020-01-28;2021-01-28;28570;11251
10826;308;2020-06-28;2021-06-29;35743;19746
10827;102;2020-01-03;2021-01-03;31113;4963
10828;306;2020-05-01;2021-05-02;14985;0
10829;305;2020-11-28;2021-11-29;24268;0
10830;307;2020-09-09;2021-09-10;49395;12743
10831;101;2020-07-31;2021-08-01;22021;0
10832;308;2020-07-25;2021-07-26;26514;27
10833;306;2020-02-06;2021-02-06;40407;0
10834;306;2020-12-22;2021-12-23;26155;0
10835;102;2020-06-20;2021-06-21;22584;54
10836;102;2020-03-30;2021-03-31;49623;0
10837;307;2020-09-11;2021-09-12;36741;0
10838;307;2020-11-08;2021-11-09;26505;0
10839;307;2020-06-26;2021-06-27;25028;7595
10840;306;2020-04-09;2021-04-10;17815;0
10841;301;2020-11-10;2021-11-11;23454;0
10842;306;2020-02-21;2021-02-21;25613;19791
10843;102;2020-05-06;2021-05-07;12022;0
10844;305;2020-01-08;2021-01-08;39087;34131
10845;102;2020-02-09;2021-02-09;46107;27501
10846;307;2020-04-15;2021-04-16;45347;0
10847;306;2020-11-09;2021-11-10;20092;0
10848;102;2020-12-31;2022-01-01;11349;2207
10849;101;2020-05-08;2021-05-09;29407;16889
10850;101;2020-05-01;2021-05-02;40779;0
10851;305;2020-08-27;2021-08-28;13573;0
10852;308;2020-07-22;2021-07-23;47230;0
10853;301;2020-12-04;2021-12-05;25420;0
10854;306;2020-04-05;2021-04-06;33149;0
10855;307;2020-10-09;2021-10-10;48569;0
10856;301;2020-08-06;2021-08-07;35557;0
10857;101;2020-08-16;2021-08-17;20269;0
10858;301;2020-04-16;2021-04-17;36806;27643
10859;305;2020-12-17;2021-12-18;41362;0
10860;102;2020-09-28;2021-09-29;12139;0
10861;305;2020-05-26;2021-05-27;22303;19765
10862;306;2020-12-19;2021-12-20;20641;14038
10863;102;2020-10-18;2021-10-19;32848;0
10864;306;2020-02-26;2021-02-26;34456;15379
10865;308;2020-08-20;2021-08-21;11832;0
10866;307;2020-02-06;2021-02-06;35091;0
10867;308;2020-01-22;2021-01-22;33031;0
10868;102;2020-12-16;2021-12-17;32550;0
10869;308;2020-07-13;2021-07-14;14650;0
10870;102;2020-01-02;2021-01-02;22647;0
10871;301;2020-11-09;2021-11-10;22514;0
10872;101;2020-10-15;2021-10-16;36404;0
10873;301;2020-09-01;2021-09-02;29434;0
10874;301;2020-12-13;2021-12-14;20070;0
10875;308;2020-12-09;2021-12-10;11417;10868
10876;102;2020-12-22;2021-12-23;11176;0
10877;308;2020-12-07;2021-12-08;11858;0
10878;306;2020-09-11;2021-09-12;31123;16391
10879;301;2020-09-24;2021-09-25;26593;0
10880;308;2020-05-31;2021-06-01;15726;0
10881;308;2020-12-22;2021-12-23;19566;0
10882;305;2020-11-20;2021-11-21;42317;0
10883;306;2020-03-27;2021-03-28;23125;0
10884;308;2020-11-30;2021-12-01;12650;11884
10885;308;2020-12-24;2021-12-25;17800;0
10886;301;2020-08-02;2021-08-03;43475;0
10887;301;2020-09-13;2021-09-14;14212;0
10888;306;2020-01-23;2021-01-23;15747;0
10889;102;2020-08-11;2021-08-12;34251;0
10890;101;2020-04-04;2021-04-05;48593;0
10891;305;2020-10-15;2021-10-16;37150;0
10892;101;2020-09-17;2021-09-18;36115;0
10893;307;2020-12-01;2021-12-02;37066;0
10894;307;2020-10-21;2021-10-22;36038;0
10895;308;2020-02-22;2021-02-22;48185;20926
10896;301;2020-12-19;2021-12-20;20577;0
10897;306;2020-04-21;2021-04-22;33385;0
10898;308;2020-10-02;2021-10-03;25150;0
10899;308;2020-04-02;2021-04-03;37197;0
10900;301;2020-01-21;2021-01-21;49399;0
10901;307;2020-01-05;2021-01-05;37355;0
10902;306;2020-02-15;2021-02-15;22795;0
10903;307;2020-05-22;2021-05-23;27687;0
10904;102;2020-12-28;2021-12-29;35106;0
10905;307;2020-02-27;2021-02-27;48128;0
10906;307;2020-11-16;2021-11-17;10417;98
10907;305;2020-11-23;2021-11-24;17089;0
10908;102;2020-01-16;2021-01-16;11588;0
10909;101;2020-05-15;2021-05-16;34579;0
10910;101;2020-10-16;2021-10-17;33662;0
10911;101;2020-04-12;2021-04-13;23630;0
10912;102;2020-09-28;2021-09-29;42592;0
10913;308;2020-07-23;2021-07-24;12559;0
10914;102;2020-06-25;2021-06-26;37970;0
10915;306;2020-11-18;2021-11-19;32282;0
10916;308;2020-12-16;2021-12-17;40043;0
10917;102;2020-10-15;2021-10-16;23604;0
10918;308;2020-09-17;2021-09-18;29680;0
10919;307;2020-03-31;2021-04-01;37910;0
10920;305;2020-02-07;2021-02-07;24361;0
10921;101;2020-01-19;2021-01-19;26973;0
10922;305;2020-05-24;2021-05-25;43717;11608
10923;306;2020-02-04;2021-02-04;17960;0
10924;306;2020-09-01;2021-09-02;29478;0
10925;307;2020-09-16;2021-09-17;15022;10460
10926;306;2020-10-19;2021-10-20;14699;0
10927;102;2020-08-23;2021-08-24;32732;0
10928;306;2020-07-05;2021-07-06;37959;0
10929;308;2020-12-10;2021-12-11;11038;0
10930;101;2020-07-06;2021-07-07;13695;5821
10931;301;2020-10-28;2021-10-29;16987;0
10932;101;2020-11-13;2021-11-14;18876;18397
10933;102;2020-02-19;2021-02-19;12271;2941
10934;101;2020-06-15;2021-06-16;27722;18695
10935;305;2020-10-31;2021-11-01;29444;0
10936;306;2020-05-29;2021-05-30;37565;0
10937;101;2020-09-07;2021-09-08;44934;0
10938;308;2020-07-13;2021-07-14;16633;8595
10939;305;2020-07-25;2021-07-26;38546;0
10940;307;2020-05-08;2021-05-09;38697;0
10941;102;2020-10-12;2021-10-13;38182;0
10942;305;2020-09-04;2021-09-05;15033;11713
10943;102;2020-03-20;2021-03-21;18163;0
10944;301;2020-11-14;2021-11-15;39280;28816
10945;102;2020-08-25;2021-08-26;38959;0
10946;301;2020-05-17;2021-05-18;45967;14404
10947;307;2020-12-19;2021-12-20;19929;0
10948;307;2020-04-15;2021-04-16;34832;16279
10949;306;2020-11-22;2021-11-23;16001;0
10950;101;2020-01-11;2021-01-11;21712;0
10951;305;2020-03-06;2021-03-07;33199;0
10952;306;2020-06-23;2021-06-24;46103;0
10953;307;2020-07-20;2021-07-21;19498;0
10954;305;2020-03-24;2021-03-25;13201;3376
10955;307;2020-07-13;2021-07-14;43185;0
10956;301;2020-12-01;2021-12-02;33933;0
10957;101;2020-01-02;2021-01-02;28641;0
10958;306;2020-07-30;2021-07-31;16936;0
10959;308;2020-12-23;2021-12-24;38855;4314
10960;301;2020-07-16;2021-07-17;38048;0
10961;305;2020-07-13;2021-07-14;29463;0
10962;301;2020-10-05;2021-10-06;29639;0
10963;307;2020-02-07;2021-02-07;38329;0
10964;301;2020-05-29;2021-05-30;40898;0
10965;308;2020-06-09;2021-06-10;31855;25800
10966;101;2020-07-29;2021-07-30;29898;0
10967;102;2020-02-09;2021-02-09;30603;0
10968;102;2020-11-12;2021-11-13;23306;0
10969;102;2020-09-24;2021-09-25;37801;0
10970;305;2020-05-19;2021-05-20;36162;32579
10971;307;2020-04-18;2021-04-19;18861;0
10972;306;2020-12-21;2021-12-22;22368;0
10973;306;2020-10-21;2021-10-22;26743;0
10974;102;2020-09-07;2021-09-08;23437;0
10975;305;2020-08-21;2021-08-22;23032;0
10976;301;2020-06-24;2021-06-25;15635;14976
10977;305;2020-11-29;2021-11-30;31502;0
10978;101;2020-03-10;2021-03-11;41912;0
10979;307;2020-11-15;2021-11-16;20672;8045
10980;101;2020-03-30;2021-03-31;22032;0
10981;306;2020-11-21;2021-11-22;49255;9248
10982;308;2020-11-08;2021-11-09;20529;0
10983;306;2020-10-09;2021-10-10;28576;0
10984;306;2020-01-11;2021-01-11;24074;0
10985;305;2020-01-05;2021-01-05;26376;0
10986;306;2020-08-21;2021-08-22;15902;0
10987;102;2020-02-13;2021-02-13;48077;0
10988;306;2020-09-07;2021-09-08;29468;0
10989;305;2020-09-14;2021-09-15;36011;0
10990;308;2020-01-18;2021-01-18;40193;31847
10991;307;2020-08-27;2021-08-28;46638;31038
10992;305;2020-12-25;2021-12-26;14414;0
10993;102;2020-01-07;2021-01-07;29838;0
10994;301;2020-02-17;2021-02-17;41594;38420
10995;301;2020-01-17;2021-01-17;49647;0
10996;101;2020-08-20;2021-08-21;47499;0
10997;307;2020-10-22;2021-10-23;37045;0
10998;308;2020-08-08;2021-08-09;39970;622
10999;308;2020-07-11;2021-07-12;18907;0
11000;301;2020-03-10;2021-03-11;32702;0
11001;305;2020-02-17;2021-02-17;37517;0
11002;308;2020-05-23;2021-05-24;21717;0
11003;306;2020-10-07;2021-10-08;29588;0
11004;102;2020-02-15;2021-02-15;48388;0
11005;305;2020-11-28;2021-11-29;45367;0
11006;101;2020-02-27;2021-02-27;22907;0
11007;101;2020-02-09;2021-02-09;21023;0
11008;301;2020-01-20;2021-01-20;47422;0
11009;306;2020-08-24;2021-08-25;37328;0
11010;308;2020-07-24;2021-07-25;38296;18170
11011;101;2020-05-26;2021-05-27;21874;0
11012;102;2020-02-11;2021-02-11;12549;0
11013;301;2020-11-26;2021-11-27;41500;0
11014;307;2020-03-11;2021-03-12;25449;24450
11015;308;2020-02-12;2021-02-12;22563;10927
11016;306;2020-02-16;2021-02-16;33696;147
11017;102;2020-03-05;2021-03-06;18112;12821
11018;306;2020-11-05;2021-11-06;10607;0
11019;305;2020-08-30;2021-08-31;22276;0
11020;305;2020-02-09;2021-02-09;39490;0
11021;307;2020-10-16;2021-10-17;41801;0
11022;305;2020-08-12;2021-08-13;37715;0
11023;308;2020-10-08;2021-10-09;29599;0
11024;101;2020-08-22;2021-08-23;45907;0
11025;101;2020-04-06;2021-04-07;48681;0
11026;102;2020-11-26;2021-11-27;13237;0
11027;305;2020-03-15;2021-03-16;12939;0
11028;307;2020-09-17;2021-09-18;37359;0
11029;307;2020-01-26;2021-01-26;32151;0
11030;308;2020-11-02;2021-11-03;38698;0
11031;102;2020-05-18;2021-05-19;14639;0
11032;305;2020-06-14;2021-06-15;43958;21572
11033;101;2020-08-01;2021-08-02;37325;0
11034;307;2020-04-19;2021-04-20;41259;0
11035;102;2020-12-31;2022-01-01;17357;0
11036;301;2020-10-13;2021-10-14;22801;20793
11037;305;2020-01-26;2021-01-26;29625;0
11038;301;2020-05-25;2021-05-26;12514;0
11039;101;2020-12-21;2021-12-22;17708;0
11040;101;2020-10-14;2021-10-15;33552;0
11041;305;2020-10-01;2021-10-02;47932;17097
11042;306;2020-06-19;2021-06-20;26059;0
11043;101;2020-02-06;2021-02-06;46728;0
11044;301;2020-10-31;2021-11-01;19919;0
11045;308;2020-04-05;2021-04-06;10798;0
11046;102;2020-08-20;2021-08-21;41601;0
11047;308;2020-03-13;2021-03-14;13084;0
11048;101;2020-09-11;2021-09-12;20511;0
11049;301;2020-02-12;2021-02-12;25381;0
11050;102;2020-01-13;2021-01-13;45016;0
11051;307;2020-08-26;2021-08-27;43449;0
11052;301;2020-12-02;2021-12-03;47424;0
11053;306;2020-07-01;2021-07-02;11104;1742
11054;307;2020-03-09;2021-03-10;38850;0
11055;305;2020-04-29;2021-04-30;13500;0
11056;102;2020-01-07;2021-01-07;28429;25645
11057;305;2020-08-23;2021-08-24;41656;0
11058;306;2020-11-30;2021-12-01;45734;0
11059;305;2020-09-02;2021-09-03;27383;0
11060;101;2020-02-11;2021-02-11;16227;0
11061;307;2020-11-05;2021-11-06;46292;0
11062;102;2020-07-18;2021-07-19;11808;10377
11063;101;2020-07-20;2021-07-21;30796;0
11064;101;2020-02-09;2021-02-09;23190;0
11065;102;2020-07-18;2021-07-19;20924;4693
11066;308;2020-01-12;2021-01-12;32239;0
11067;305;2020-01-20;2021-01-20;40647;35471
11068;305;2020-06-25;2021-06-26;36702;0
11069;307;2020-05-29;2021-05-30;37767;0
11070;102;2020-10-07;2021-10-08;37881;0
11071;101;2020-11-16;2021-11-17;27768;0
11072;102;2020-05-31;2021-06-01;46615;0
11073;307;2020-03-24;2021-03-25;42647;0
11074;305;2020-08-08;2021-08-09;47770;0
11075;306;2020-01-18;2021-01-18;13193;0
11076;102;2020-11-09;2021-11-10;38016;0
11077;101;2020-11-15;2021-11-16;38219;0
11078;102;2020-04-30;2021-05-01;15522;3423
11079;102;2020-07-28;2021-07-29;38277;0
11080;301;2020-10-21;2021-10-22;11140;0
11081;307;2020-03-19;2021-03-20;49181;0
11082;307;2020-01-13;2021-01-13;30705;0
11083;101;2020-11-14;2021-11-15;14140;0
11084;101;2020-05-21;2021-05-22;17117;0
11085;101;2020-02-20;2021-02-20;37935;0
11086;301;2020-09-13;2021-09-14;38513;17620
11087;307;2020-11-07;2021-11-08;19539;0
11088;306;2020-09-05;2021-09-06;13416;0
11089;307;2020-01-28;2021-01-28;40440;0
11090;308;2020-03-29;2021-03-30;17055;0
11091;306;2020-07-17;2021-07-18;21743;0
11092;102;2020-02-02;2021-02-02;13536;6018
11093;305;2020-03-02;2021-03-03;19203;0
11094;308;2020-05-16;2021-05-17;23466;0
11095;102;2020-12-19;2021-12-20;19632;8281
11096;306;2020-08-05;2021-08-06;25693;17289
11097;305;2020-12-11;2021-12-12;42663;0
11098;102;2020-12-30;2021-12-31;40777;0
11099;101;2020-11-23;2021-11-24;25647;0
11100;102;2020-11-30;2021-12-01;10406;0
11101;102;2020-06-08;2021-06-09;46794;0
11102;308;2020-01-08;2021-01-08;11540;0
11103;101;2020-11-01;2021-11-02;20205;0
